Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.6	0.000308549142493737	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.6	0.000469719501431042	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.6	0.00180386678313699	
Os04g0178300	oryza sativa	E-GEOD-62895	'Pia; avirulent line of rice blast fungus; resistant' at '5 day' vs 'Pia; water; resistant' at '5 day'	4.6	0.0295750102858132	
Os04g0600200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.5	7.90831027441468e-291	
Os10g0148100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	-4.5	7.3547104801725e-237	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.5	2.76327964599976e-106	
Os05g0542500	oryza sativa	E-GEOD-109341	'sodium chloride; 100 millimolar' vs 'none' in 'Vialone Nano; leaf'	4.5	1.86671624126335e-24	
Os02g0278700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-4.5	1.77282683659291e-17	
Os02g0677300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.5	3.61658757994785e-10	
Os09g0522200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.5	9.32587528925411e-8	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.5	1.85134884376748e-7	
Os02g0624300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	2.66482403923831e-7	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.5	3.22317072897444e-7	
Os09g0522200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	6.17962123577432e-7	
Os04g0600200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.5	8.76237837691691e-7	
Os04g0541700	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.5	0.00000196065655851244	
Os04g0517100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.00000217141828694587	
Os06g0662200	oryza sativa	E-MEXP-2267	'3 hour' vs '1 hour' in 'anaerobic'	4.5	0.0000029532982976285	
Os05g0322900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000461711896678187	
Os02g0624300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.5	0.00000471068524035133	
Os06g0726300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	0.0000047322489030212	
Os05g0381400	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.5	0.000021114985909961	
Os04g0684900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.0000214110658050677	
Os02g0624300	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.0000226850062668091	
Os02g0624300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.5	0.0000429988237323251	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '5 day' vs 'Pish; water; resistant' at '5 day'	4.5	0.0000956851217596377	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.5	0.000107846662082268	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	-4.5	0.00107830866171264	
Os04g0178300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.5	0.0015066606073942	
Os04g0600200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.4	3.3231667040812e-291	
Os03g0103300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	4.4	3.66993109342032e-191	
Os06g0662200	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.4	6.3583123251168e-180	
Os05g0381400	oryza sativa	E-GEOD-109341	'sodium chloride; 100 millimolar' vs 'none' in 'Vialone Nano; leaf'	4.4	1.87384007794989e-21	
Os04g0600200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.4	2.24668296005682e-17	
Os04g0684900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.4	1.20566624886537e-15	
Os02g0571100	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	4.4	2.16543746293045e-11	
Os06g0528600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.4	1.99583855108813e-8	
Os03g0820300	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	2.555141343091e-8	
Os06g0127100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	3.53416455009355e-8	
Os01g0263300	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.4	3.96903916091372e-8	
Os10g0148100	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	-4.4	2.2286310732008e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	3.3765674703296e-7	
Os05g0542500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.4	7.02539729945067e-7	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.4	0.00000115456690095812	
Os07g0142200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-4.4	0.00000137853983759913	
Os05g0322900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	0.00000181593696461296	
Os06g0662200	oryza sativa	E-MEXP-1766	'3 hour, germination' vs '0 hour, dry seed'	4.4	0.00000296156819527968	
Os04g0684900	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	0.00000952221711797253	
Os06g0708400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.4	0.0000105834825635753	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.4	0.0000275174898492851	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.4	0.0000715630149907029	
Os01g0764800	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.4	0.0000927288909377405	
Os01g0805600	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.4	0.000132098804189433	
Os09g0522000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'K354'	4.4	0.000203239662324093	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.4	0.000258197274454741	
Os01g0764800	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.4	0.000308025647999939	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; mock'	-4.4	0.00507302526160785	
Os01g0968800	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	-4.4	0.0367608382308801	
Os04g0517100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.3	0	
Os06g0528600	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.3	1.70205338421082e-246	
Os04g0132500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-4.3	1.80007301085007e-23	
Os04g0178300	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	4.3	1.69981305799255e-17	
Os02g0278700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '528 hour'	-4.3	2.76400908491551e-17	
Os01g0764800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.3	1.51138740660356e-15	
Os02g0677300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.3	1.12383615651966e-9	
Os09g0541000	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	-4.3	3.79255431550388e-9	
Os07g0142200	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-4.3	5.8423030147897e-9	
Os09g0334500	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.3	2.07414747951405e-7	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.3	2.42396113398124e-7	
Os02g0669100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.3	5.56089738956818e-7	
Os06g0662200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.3	0.00000527139480269105	
Os02g0624300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.3	0.00000629097864808091	
Os05g0542500	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.3	0.00000775102733163362	
Os04g0178300	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	4.3	0.0000134431918047556	
Os09g0522200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.3	0.000019588033412457	
Os04g0517100	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.3	0.0000239549152713564	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.3	0.0000268293543464861	
Os04g0684900	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.3	0.0000528282167343328	
Os06g0603600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.3	0.000107846662082268	
Os05g0322900	oryza sativa	E-GEOD-21396	'5 days after flowering' vs '1 days after flowering' in 'ovary'	-4.3	0.000502125647749097	
Os12g0555500	oryza sativa	E-GEOD-29967	'Rathu Heenati; resistant variety to brown planthopper; 24 hour' vs 'Rathu Heenati; resistant variety to brown planthopper; 0 hour'	4.3	0.000914703924076556	
Os04g0178300	oryza sativa	E-GEOD-62895	'Pia; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pia; water; resistant' at '3 day'	4.3	0.00172515379076268	
Os05g0542500	oryza sativa	E-GEOD-58603	'none; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'none; salt-tolerant introgression line PL177; normal watering; leaf'	4.3	0.00192799021412338	
Os04g0178300	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6' vs 'ethanol; osmpk6'	4.3	0.00329254216675263	
Os05g0542500	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.3	0.00466939648065981	
Os12g0555500	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.2	2.37188015607307e-288	
Os05g0129300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.2	2.81626654294854e-205	
Os07g0142200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	-4.2	8.13495043975513e-97	
Os04g0684900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.2	6.38783508875097e-76	
Os03g0230300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.2	1.29109776873301e-63	
Os11g0184900	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.2	8.62591891635207e-42	
Os02g0669100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.2	4.80908200690867e-8	
Os01g0764800	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	4.2	1.33527064623813e-7	
Os06g0662200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.2	3.95294620084219e-7	
Os09g0334500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.2	9.94925586880636e-7	
Os04g0684900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.00000273886180099107	
Os03g0315400	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.00000322738449738769	
Os03g0820300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000043121062973542	
Os09g0522200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000054677230140305	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.2	0.00000796446381199209	
Os04g0684900	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000143397747064638	
Os03g0315400	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.0000196840462547298	
Os03g0230300	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.2	0.0000200839570743044	
Os03g0315400	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000267087410798918	
Os01g0968800	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.0000354687743787424	
Os04g0684900	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.0000885485140752573	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.2	0.000130897259873335	
Os02g0677300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.2	0.000170114434904484	
Os09g0522200	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	-4.2	0.000275569656937239	
Os05g0381400	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:60 carbon:nitrogen ratio'	4.2	0.000283986260163314	
Os05g0381400	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.2	0.000525381184681246	
Os03g0230300	oryza sativa	E-GEOD-62895	'pia; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pia; water; susceptible' at '3 day'	4.2	0.00272390362051589	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-4.2	0.0117508199153254	
Os03g0103300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	4.1	0	
Os03g0223400	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '528 hour'	4.1	1.83603637595092e-205	
Os04g0517100	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.1	9.22205778299217e-98	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.1	7.35041530333547e-29	
Os08g0546800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.1	1.45322022529007e-15	
Os03g0820300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.1	7.45875516889027e-14	
Os04g0517100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.1	1.00404497355497e-12	
Os08g0546800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-4.1	9.71611321212301e-12	
Os02g0677300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.1	4.04929098125611e-11	
Os03g0223400	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.1	1.58029876750564e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.1	1.41585889055583e-7	
Os09g0522000	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.1	5.82652147358124e-7	
Os09g0541000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	-4.1	6.10616352735173e-7	
Os12g0555500	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	4.1	0.000006417217255559	
Os03g0820300	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.1	0.00000884944964930333	
Os02g0624300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.1	0.00000921877622073303	
Os02g0677300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.1	0.0000174686923504185	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.1	0.0000256701919855676	
Os04g0684900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.1	0.0000588270934529179	
Os02g0731200	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '3 day'	4.1	0.0000989234577670683	
Os01g0764800	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	4.1	0.000106558845131464	
Os04g0684900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.1	0.000129671117201422	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.1	0.000269167933256594	
Os03g0285800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.1	0.000276795959845557	
Os01g0764800	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.1	0.000359804600724687	
Os01g0968800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.1	0.00174608266040096	
Os03g0230300	oryza sativa	E-GEOD-62895	'Pia; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pia; water; resistant' at '3 day'	4.1	0.00251106385353692	
Os02g0543000	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6' vs 'ethanol; osmpk6'	4.1	0.00368243588460641	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	-4.1	0.00932870680304429	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.1	0.0110434985972622	
Os11g0184900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4	3.00324844859982e-97	
Os03g0315400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4	2.00435501707286e-51	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4	2.97291107648121e-37	
Os01g0805600	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	-4	1.0241196856819e-35	
Os07g0693800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	-4	5.32735109219269e-20	
Os05g0381400	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4	1.35939062860846e-17	
Os09g0522000	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	4	7.54842533371036e-13	
Os09g0522000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4	1.54607014749972e-12	
Os05g0476700	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4	1.74343651327008e-12	
Os01g0805600	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	-4	2.43836514533638e-9	
Os06g0603600	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4	7.29003588026519e-8	
Os12g0179800	oryza sativa	E-GEOD-47812	'non-aromatic RILs' vs 'non-aromatic parent'	4	1.28904053071961e-7	
Os04g0541700	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4	1.32289801337487e-7	
Os04g0178300	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4	0.00000182034323796052	
Os07g0693800	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4	0.00000306624229285163	
Os04g0541700	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'endosperm'	4	0.00000312003377533551	
Os11g0523700	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	-4	0.00000471491022554801	
Os01g0823900	oryza sativa	E-MEXP-1766	'3 hour, germination' vs '0 hour, dry seed'	4	0.0000137148893899285	
Os03g0285800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4	0.0000572163846156721	
Os01g0764800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4	0.0000709323301215349	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	4	0.000119544968260121	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4	0.000141116040441586	
Os05g0322900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4	0.000143333743357223	
Os04g0600200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4	0.000164355483998495	
Os06g0708400	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4	0.000172028076416052	
Os09g0522200	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	4	0.00059128610958936	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	-4	0.00213874728898463	
Os01g0968800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4	0.00392830982303169	
Os04g0178300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	4	0.00670850706506507	
Os05g0542500	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:60 carbon:nitrogen ratio'	4	0.00763886807883337	
Os02g0677300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	-4	0.010448716741729	
Os02g0661100	oryza sativa	E-GEOD-116423	'ZnF5 deletion mutant' vs 'wild type genotype' in 'ZnF5 and Znf7 cohort'	3.9	0	
Os04g0541700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	3.9	9.02590044500812e-258	
Os02g0669100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.9	1.46516020419791e-107	
Os03g0820300	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3.9	1.20057627540346e-35	
Os04g0517100	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	3.9	2.04317818304208e-29	
Os01g0263300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.9	1.79706512986449e-22	
Os04g0517100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	3.9	4.45061165642676e-8	
Os03g0230300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	3.9	9.13117715238752e-8	
Os03g0128700	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	3.9	1.30949623387334e-7	
Os09g0522000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-3.9	2.73482186145402e-7	
Os04g0178300	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	3.9	0.00000117648809875849	
Os01g0764800	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	3.9	0.00000138807026968599	
Os09g0522000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-3.9	0.00000183792151952125	
Os01g0823900	oryza sativa	E-MEXP-2267	'3 hour' vs '1 hour' in 'anaerobic'	3.9	0.00000541999125753408	
Os08g0546800	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-3.9	0.00000912589633216559	
