Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os04g0401700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5	8.40278511110179e-232	
Os01g0609300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5	1.24132050117872e-178	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain RS105' vs 'mock'	5	7.40683941494393e-92	
Os10g0415300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5	1.68126001107312e-55	
Os01g0609300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5	1.00561406540504e-48	
Os06g0651100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5	3.31540582617399e-47	
Os01g0733200	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	5	5.56705197362942e-30	
Os03g0820300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5	1.28474165191253e-13	
Os08g0374600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5	2.76477912197414e-9	
Os04g0541700	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5	1.08044560311072e-8	
Os03g0820300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5	1.80211296803865e-8	
Os01g0136200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5	7.23381431878897e-8	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5	4.52735403278432e-7	
Os02g0662000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	5	6.65915935566724e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.00000215245240754303	
Os05g0542500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5	0.0000045382730015165	
Os01g0699100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5	0.00000634408629897665	
Os09g0522200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5	0.0000109791311670697	
Os02g0661100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.0000995022424151489	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5	0.000286506126860441	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	5	0.000423654845969882	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.000725348199888581	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	5	0.00251755463176479	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.0249472600578563	
Os07g0154100	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.9	6.35227872948822e-120	
Os01g0615100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.9	1.2132019583926e-92	
Os05g0322900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.9	3.84520630352272e-84	
Os01g0928000	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-4.9	5.24396866335352e-79	
Os05g0542500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.9492997240874e-45	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.9	8.52789750976057e-45	
Os01g0869200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	3.88299868465567e-44	
Os03g0575200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.9	5.30726387570021e-34	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	4.9	1.96188219912025e-20	
Os04g0659300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	4.9	5.37965874547676e-19	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.9	9.7508664404138e-17	
Os03g0223400	oryza sativa	E-MTAB-6740	'seed germination stage' vs 'seed dormant stage' in  '30 degree celsius; 8 hour'	-4.9	7.68311134479726e-16	
Os03g0576200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	4.9	9.46225941025901e-15	
Os09g0522200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.5177574153298e-11	
Os05g0195200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.9	1.00157809213286e-8	
Os04g0541700	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.9	1.82856001424286e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.93159303029028e-8	
Os03g0322900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.9	2.07667991632585e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.9	3.59277367583126e-8	
Os06g0127100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.9	8.0765363610892e-8	
Os09g0457900	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.9	1.31799590941572e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.60383751160116e-7	
Os07g0561300	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.9	4.77317906580785e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.00000131610676279207	
Os09g0522000	oryza sativa	E-MEXP-1766	'3 hour, germination' vs '0 hour, dry seed'	4.9	0.00000150956209711157	
Os01g0839100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.9	0.00000288291076695469	
Os01g0827300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	0.00000418262174658935	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.0000329895908952181	
Os09g0522200	oryza sativa	E-GEOD-21396	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000340247837299277	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000410500984038094	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.9	0.0000532717415087159	
Os03g0180800	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.000102432734391133	
Os09g0522000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.9	0.000127652491568838	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.9	0.000221323297578276	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.9	0.000257748143209927	
Os07g0154100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.9	0.00046903802102447	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME7' vs 'IR24; none'	-4.9	0.000844694530379124	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.9	0.00185490132573507	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.9	0.00208437270414479	
Os09g0537700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-4.9	0.00397692948182749	
Os01g0955100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.8	3.48921833645202e-160	
Os08g0504700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.8	3.17553055450619e-154	
Os01g0699100	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.8	8.42145784042302e-119	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.8	2.91719643209343e-102	
Os04g0540900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.8	2.2322908055425e-47	
Os02g0606700	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	1.11916216565998e-21	
Os09g0457900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.8	2.83538107190014e-16	
Os07g0154100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.8	8.08367082560368e-14	
Os07g0154100	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.8	7.3660210496766e-12	
Os05g0195200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.8	4.03228221004027e-9	
Os05g0195200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.8	2.06315357930418e-8	
Os09g0439200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.8	2.94713438884202e-8	
Os07g0561300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.8	8.71378831470349e-8	
Os02g0662000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	4.8	1.18509615816541e-7	
Os01g0699100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME1' vs 'Nipponbare; mock'	4.8	1.47479130096587e-7	
Os09g0457900	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.8	1.79333445306051e-7	
Os01g0658900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.8	3.32079949815821e-7	
Os08g0374600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.8	4.95294990613309e-7	
Os09g0457900	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.8	6.53500409627091e-7	
Os07g0561300	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.8	0.00000270653101888535	
Os04g0659300	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	4.8	0.00000287159565166033	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.8	0.0000294423231244084	
Os04g0659300	oryza sativa	E-GEOD-45724	'alkali; K83' vs 'control; K83'	4.8	0.0000370883389412468	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.0000879776607044306	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	4.8	0.000093804502733894	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.000102659983930629	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.8	0.00029548146712549	
Os01g0699100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.8	0.000305675778579173	
Os02g0661100	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.8	0.000350009911891478	
Os04g0401700	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	4.8	0.000706576282122734	
Os04g0659300	oryza sativa	E-GEOD-29967	'Taichung Native 1; sensitive variety to brown planthopper; 24 hour' vs 'Taichung Native 1; sensitive variety to brown planthopper; 0 hour'	4.8	0.000783618485497866	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.8	0.00111277285074701	
Os02g0736200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	0.00214293163106222	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.8	0.00378188831998059	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.8	0.0077312718280109	
Os03g0820300	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.7	3.23973211961257e-124	
Os10g0456800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.7	5.29525342770949e-100	
Os01g0733200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP2286' vs 'mock'	4.7	1.90994037257062e-23	
Os03g0576200	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-4.7	2.91379418521914e-17	
Os05g0195200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.7	8.24696435792436e-9	
Os04g0541700	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.7	1.28411997601633e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.7	3.02140239431872e-8	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.7	4.46888111134739e-8	
Os04g0560600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.7	7.56108025451922e-8	
Os04g0560600	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.7	8.9421137250721e-8	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	1.13447913696172e-7	
Os03g0223400	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.7	1.53289801207384e-7	
Os06g0127100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.7	1.76152870865288e-7	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.7	1.87311407794242e-7	
Os03g0815100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.7	3.53372080395067e-7	
Os03g0180800	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.7	9.18445402185081e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000181593696461296	
Os06g0701700	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME1' vs 'Nipponbare; mock'	4.7	0.00000348015935015243	
Os09g0522200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000484714824123982	
Os12g0150200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.00000890600485504052	
Os01g0733200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000148279783011642	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.7	0.0000157481649037618	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'endosperm'	-4.7	0.0000221879463722371	
Os07g0561300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000239882918258246	
Os09g0522200	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.0000255333295841092	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000264286202159534	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.7	0.0000584274504681606	
Os08g0445700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.7	0.0000610306847179623	
Os09g0457900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.7	0.000104345829225702	
Os02g0662000	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.7	0.000111393389579397	
Os01g0699100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.7	0.000153753544299867	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.7	0.00102682912392772	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.7	0.00361528066180832	
Os09g0457900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; mock'	4.7	0.00383797170680509	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-4.7	0.00403730869888652	
Os04g0659300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.7	0.00809854145051068	
Os03g0820300	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pish; water; susceptible' at '3 day'	4.7	0.0332298320474702	
Os08g0504700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.6	9.96148671502933e-174	
Os10g0521000	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	4.6	5.27724741287984e-78	
Os10g0370500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	4.6	2.01516679621255e-68	
Os01g0615100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.6	2.09211413788172e-48	
Os01g0841500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	1.54894054147035e-44	
Os10g0370500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.6	4.15136898911357e-35	
Os02g0327000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	2.50395348328468e-20	
Os08g0546800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-4.6	5.19774679230253e-14	
Os05g0195200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.6	3.09397347640957e-8	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.6	4.76037591831533e-8	
Os04g0612000	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.6	1.89987621209564e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	6.1304768731558e-7	
Os04g0541700	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.6	6.37726783534629e-7	
Os01g0136200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	0.00000104098248775068	
Os02g0736400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.6	0.00000156227016963204	
Os09g0522200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.6	0.00000207907411019434	
Os02g0138900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.6	0.0000145515836091465	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.6	0.0000231999633961234	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.6	0.0000233936032755353	
Os01g0136200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.6	0.0000265706210223919	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.6	0.0000357853560564685	
Os12g0150200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.6	0.0000385501403813639	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.6	0.000130897259873335	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.6	0.000175374135785356	
Os04g0659300	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	4.6	0.00024344383540251	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.6	0.000308549142493737	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.6	0.000422392200880502	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.6	0.000469719501431042	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.6	0.00180386678313699	
Os01g0930400	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pish; water; susceptible' at '3 day'	4.6	0.00510082029468717	
Os03g0180800	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	-4.6	0.0068965204100443	
Os10g0456800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.5	3.65109700032139e-128	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.5	2.76327964599976e-106	
Os11g0454300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	4.5	4.08854042256616e-66	
Os09g0439200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	2.65549891952613e-65	
Os01g0699100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.5	2.64642349473107e-33	
Os01g0699100	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.5	1.38623896871755e-32	
Os05g0542500	oryza sativa	E-GEOD-109341	'sodium chloride; 100 millimolar' vs 'none' in 'Vialone Nano; leaf'	4.5	1.86671624126335e-24	
Os09g0537700	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-4.5	4.12818350385968e-24	
Os08g0374600	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-4.5	8.39382509065408e-24	
Os05g0276500	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	4.5	5.51894396406557e-21	
Os03g0322900	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-4.5	1.43578366834537e-20	
Os07g0602700	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.5	8.05056427578479e-19	
Os01g0571300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.5	3.8589443475347e-13	
Os09g0543400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.5	2.0068776370176e-12	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.5	5.01669858268631e-10	
Os03g0390200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.5	2.93283052846276e-9	
Os02g0134300	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.5	6.22144249764422e-8	
Os01g0609300	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.5	6.77514365676564e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.5	9.32587528925411e-8	
Os08g0374600	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.5	1.70902729353184e-7	
Os02g0138900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	2.21091592382158e-7	
Os01g0839100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.5	2.42920293051095e-7	
Os01g0955100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	4.52735403278432e-7	
Os01g0699100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	4.5	6.01468704382253e-7	
Os09g0522200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	6.17962123577432e-7	
Os01g0699100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.5	6.85029165897187e-7	
