Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os01g0571300	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.7	9.42820291088443e-9	
Os03g0286900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5.7	9.62110794098988e-9	
Os06g0110200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.7	2.17566198532478e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.7	2.31370761060176e-7	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.7	4.81594455357886e-7	
Os09g0109600	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.7	8.68223271098682e-7	
Os03g0186900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	-5.7	9.53774177025594e-7	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.7	0.00000431471872600937	
Os09g0522000	oryza sativa	E-MEXP-1766	'1 hour, germination' vs '0 hour, dry seed'	5.7	0.00000444633841776377	
Os05g0276500	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	5.7	0.00000730707562877894	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.7	0.0000575037917431492	
Os09g0439200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.7	0.000109405696168182	
Os06g0141200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae BLS303' vs 'IR24; none'	-5.7	0.000133385944195395	
Os03g0336100	oryza sativa	E-GEOD-33441	'5 days after pollination stage; cyn mutant' vs '5 days after pollination stage; wild type'	-5.7	0.00105882245407844	
Os05g0381400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	5.7	0.00125437635515794	
Os05g0381400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	5.7	0.00148191655947612	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	5.6	2.56969262476033e-111	
Os03g0230300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	6.48569101289715e-86	
Os04g0578000	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.6	1.4825521783003e-85	
Os08g0374600	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.6	4.08979382410449e-46	
Os05g0475400	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.6	1.52130920239081e-38	
Os03g0575200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-5.6	1.57473160532244e-31	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	5.6	4.6844291073881e-30	
Os08g0545500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	5.6	5.30115670886912e-23	
Os09g0555500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	1.00198523302059e-21	
Os04g0301500	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.6	5.66055857409153e-19	
Os05g0542500	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.6	7.07199208945591e-14	
Os09g0543400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.6	1.90251887678754e-13	
Os09g0537700	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	-5.6	1.90821076677744e-13	
Os01g0733200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.6	1.68735293448748e-9	
Os02g0669100	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.6	9.11506707152611e-9	
Os03g0820500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5.6	1.80211296803865e-8	
Os03g0820300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	7.38310294159386e-8	
Os09g0325700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.6	8.4025550634605e-8	
Os01g0136200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	8.44262139561598e-8	
Os11g0126900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.6	1.44580681161892e-7	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.6	6.54339401780615e-7	
Os02g0134200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	9.95992824970135e-7	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.6	0.0000011446640301977	
Os09g0325700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.6	0.00000154122736856517	
Os03g0180800	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	0.00000219996101127781	
Os12g0150200	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.6	0.00000759593647895575	
Os03g0180800	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5.6	0.0000162681687784351	
Os03g0300400	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	5.6	0.0000357314057744376	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	5.6	0.000038417346959363	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.6	0.000107846662082268	
Os02g0134200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.6	0.000114864921552221	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.6	0.000160234374578571	
Os04g0612000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.6	0.000600347327947322	
Os05g0542500	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	5.6	0.0015377872061267	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.5	0	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	5.5	0	
Os11g0211800	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.5	3.26378261097361e-137	
Os01g0197700	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	5.5	3.34871032652122e-60	
Os03g0300400	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-5.5	7.84645707875218e-28	
Os03g0820300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.5	1.62233815123687e-27	
Os04g0301500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.5	5.91093582504695e-21	
Os01g0862800	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.5	1.28141399395995e-20	
Os11g0592200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.5	2.86761986601864e-11	
Os02g0810900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-5.5	3.68860549228945e-11	
Os05g0542500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.5	1.79524367902008e-9	
Os03g0286900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.5	1.10665254351149e-8	
Os10g0177200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.5	1.70919358834251e-8	
Os07g0561300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.5	4.51192742468965e-8	
Os05g0381400	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	5.5	5.69296111685123e-8	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.5	4.4232054020373e-7	
Os09g0522200	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	-5.5	0.00000115069697691176	
Os03g0169600	oryza sativa	E-GEOD-21396	'Nighttime 24:00' vs 'Daytime 12:00' at '76 days after transplanting' in 'leaf blade'	-5.5	0.0000135657252861367	
Os07g0561300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.5	0.0000145874324085738	
Os06g0127100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	5.5	0.0000554591732524011	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.5	0.0000588270934529179	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.5	0.0000765872611613181	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.5	0.0000887195210788624	
Os11g0592200	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	5.5	0.000136098532353119	
Os04g0584750	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.5	0.000209226726791551	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	-5.5	0.000520947308732475	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; mock'	-5.5	0.000617460367088443	
Os11g0684000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	5.5	0.000898783466893893	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.5	0.00117602736790339	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	5.4	0	
Os04g0543900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.4	4.05453823227512e-292	
Os03g0761100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	4.44131354542353e-220	
Os04g0401700	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.4	4.63315375934384e-188	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	4.27378186560154e-128	
Os03g0300400	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-5.4	1.70842947995637e-102	
Os03g0820500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.4	5.26952774331397e-39	
Os07g0561300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	1.08705830233939e-31	
Os03g0230300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.4	7.07199208945591e-14	
Os02g0749700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.4	4.07243989188977e-11	
Os02g0644000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.4	1.79524367902008e-9	
Os01g0859300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.4	3.62366214836887e-9	
Os05g0542500	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.4	7.1973673341804e-9	
Os05g0381400	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.4	1.15689730147902e-8	
Os05g0542500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.4	1.20300745424111e-8	
Os07g0154100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	5.4	1.49877387678963e-8	
Os04g0560600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5.4	2.48797344549688e-8	
Os09g0325700	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.4	3.430211655367e-8	
Os08g0374600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.4	1.1031021893917e-7	
Os01g0626400	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.4	0.00000247739835214353	
Os01g0727500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.4	0.00000304135021094477	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	-5.4	0.00000311204869793482	
Os02g0134200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	5.4	0.00000921144709210793	
Os09g0522200	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000231794488399965	
Os09g0522200	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'embryo'	-5.4	0.0000291771172768367	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.0000343565105258177	
Os02g0759400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.0000499485875221062	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.4	0.0000755534411765128	
Os07g0561300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.4	0.0000793625520316081	
Os03g0741100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.4	0.000313239432762399	
Os06g0141200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	-5.4	0.000613898543541928	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	5.4	0.000702798942335151	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.4	0.000719157213015747	
Os04g0301500	oryza sativa	E-GEOD-54466	'drought' vs 'control' in 'osnox2 mutant'	5.4	0.0235682359976638	
Os12g0555000	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.3	1.50854682716761e-194	
Os04g0517100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.3	1.37117195110351e-171	
Os03g0230300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	5.3	1.28152361017935e-131	
Os04g0659300	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-5.3	1.04320236698504e-122	
Os03g0230300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	5.3	3.2150381348405e-120	
Os06g0561000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.3	1.01351033713743e-44	
Os05g0322900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.3	1.08325963850071e-31	
Os08g0545500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.3	3.65477518046601e-30	
Os07g0561300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.3	9.42657518192447e-29	
Os11g0127600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.3	5.86809877936216e-22	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	5.3	3.70859152048457e-21	
Os01g0955100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.3	3.39529092665451e-14	
Os02g0644000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.3	8.50785655234065e-9	
Os06g0653000	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	5.3	1.38870800467034e-8	
Os03g0186900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	5.3	2.62365917989287e-8	
Os05g0421600	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.3	4.766053488892e-8	
Os01g0733200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	3.5224316084182e-7	
Os01g0955100	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.3	0.00000215142470314188	
Os01g0862800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.3	0.00000288291076695469	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.3	0.0000133053678850337	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000147275616678208	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.3	0.0000186883600736354	
Os02g0662000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	5.3	0.0000340518122229835	
Os04g0572400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.3	0.0000470031828081105	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5.3	0.0000662625677114896	
Os08g0374701	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.3	0.0000673164570225072	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.3	0.0000924159183663226	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.3	0.000193536485699401	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.3	0.000256710472099143	
Os05g0381400	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	5.3	0.000302400757185177	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	-5.3	0.00034108752013222	
Os11g0684000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	5.3	0.000379009302121689	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.3	0.000617108377570496	
Os07g0559700	oryza sativa	E-GEOD-21396	'1.2-1.5 mm' vs '0.7-1.0 mm' in 'anther'	5.3	0.000835340278139453	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-5.3	0.00099845525148958	
Os09g0127300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	5.3	0.00112070658269111	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	5.2	3.17583895554046e-178	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	5.2	9.86980999768671e-119	
Os09g0543400	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.2	1.11406000379471e-74	
Os09g0522200	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	-5.2	3.32548623099692e-56	
Os05g0421600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.2	1.28794173510275e-55	
Os12g0150200	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	5.2	5.47835334001888e-55	
Os04g0659300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	5.2	3.44514451631587e-42	
Os01g0197700	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain RS105' vs 'mock'	5.2	6.19903967541567e-40	
Os03g0186900	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	-5.2	1.09183650989603e-38	
Os02g0669100	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-5.2	5.23003188886654e-38	
Os03g0223400	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	-5.2	8.84295959781712e-35	
Os05g0349800	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-5.2	5.60802489036745e-33	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	5.2	3.27706348767678e-30	
Os01g0727500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.2	1.683697680312e-26	
Os03g0322900	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-5.2	1.20894131013978e-23	
Os01g0292700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	5.2	1.72517964415983e-17	
Os03g0133000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.2	8.71874451866058e-15	
Os03g0186900	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	5.2	1.37202570529002e-12	
Os03g0322900	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.2	4.42266813989455e-11	
Os04g0541700	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.2	2.26846100464294e-9	
Os06g0653000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	5.2	5.50705717939224e-9	
Os06g0653000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	5.2	7.36055251486551e-9	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5.2	9.62110794098988e-9	
Os01g0571300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.2	1.27183741798211e-8	
Os01g0733200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.2	1.85068744455948e-8	
Os05g0421600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5.2	2.8782321412444e-8	
Os06g0653000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	5.2	5.49915541539206e-8	
Os05g0322900	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	9.531470105511e-8	
Os01g0955100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.2	1.11580092741575e-7	
Os01g0930400	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	5.2	1.48735044797279e-7	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	5.2	2.25190068812448e-7	
Os05g0381400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.2	3.90041611252412e-7	
Os01g0658900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.2	7.62943026228618e-7	
Os03g0820300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	5.2	0.00000109612267307459	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.2	0.00000226619645738474	
Os08g0374600	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.2	0.00000229189245128474	
Os01g0862800	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	0.00000622771059643884	
Os09g0537700	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-5.2	0.00000729645224061083	
Os03g0281900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.2	0.00000816160616594764	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.0000253917228369459	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.2	0.0000291573720721962	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.2	0.0000534522371809603	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	-5.2	0.0000614293344094226	
