Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os03g0245800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	3.6	0.0000521663645614787	
Os09g0526600	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	-3.6	0.0000563273522122135	
Os01g0606900	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	-3.6	0.000141871395169877	
Os02g0658800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	-3.6	0.000963857961323761	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	-3.6	0.00102439703714895	
Os11g0702100	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	3.6	0.00169943805488143	
Os09g0526600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-3.6	0.00211678028783279	
Os05g0125000	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	3.6	0.00879755440668025	
Os04g0445100	oryza sativa	E-GEOD-22538	'gall midge biotype 4M (GMB4M)' vs 'control'	3.6	0.0111169394752594	
Os02g0658800	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	3.5	3.15882395996321e-139	
Os01g0884300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.5	1.49064516067152e-51	
Os03g0161900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-3.5	8.62906185483761e-40	
Os01g0606900	oryza sativa	E-MTAB-1625	'normal watering' at '24 hours' vs. '5 hours'	-3.5	2.82842594413656e-31	
Os01g0606900	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '3 hour'	3.5	2.05429064607595e-29	
Os03g0286900	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	3.5	1.91851856389412e-21	
Os04g0445100	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '505 hour'	3.5	2.16275430982828e-20	
Os09g0456800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.5	3.64095212958335e-18	
Os06g0195800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-3.5	7.95498045249254e-18	
Os03g0267000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.5	5.47947326822366e-12	
Os06g0682900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-3.5	4.29450481790946e-8	
Os06g0682900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	3.5	1.03704696891152e-7	
Os02g0491400	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	3.5	1.0944154021101e-7	
Os03g0329200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	3.5	1.61050326566916e-7	
Os03g0329200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	-3.5	1.83827834878039e-7	
Os02g0758000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	-3.5	2.29207489542148e-7	
Os03g0329200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	3.5	2.4433171194342e-7	
Os02g0622500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-3.5	6.10304082490056e-7	
Os06g0195800	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-3.5	0.000001617480500402	
Os11g0702100	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	3.5	0.00000171837842930511	
Os06g0206900	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	-3.5	0.00000829950238089304	
Os10g0471000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	3.5	0.0000565033085422245	
Os02g0491400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-3.5	0.000134624988091043	
Os01g0606900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	3.5	0.000422506577626095	
Os01g0606900	oryza sativa	E-GEOD-54243	'3 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'hwi1'	-3.5	0.00067786573201058	
Os03g0329200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	3.5	0.00201651357227047	
Os01g0606900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	3.5	0.00236805395943325	
Os03g0286900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.5	0.0025273767661648	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	3.5	0.00274111806595903	
Os02g0782500	oryza sativa	E-GEOD-58603	'none; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'none; salt-tolerant introgression line PL177; normal watering; leaf'	3.5	0.0137860956662292	
Os01g0626400	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	3.4	9.18703994759433e-54	
Os05g0519700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '505 hour'	-3.4	1.13544984431775e-36	
Os01g0884300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.4	3.67849893074546e-30	
Os06g0682900	oryza sativa	E-MTAB-1625	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	3.4	1.35114714661255e-29	
Os04g0445100	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	3.4	3.40356926551898e-20	
Os04g0538000	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-3.4	5.10425736441174e-20	
Os01g0626400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.4	2.42555336938877e-16	
Os05g0519700	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-3.4	1.12409780490445e-12	
Os04g0107900	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	3.4	2.78389455346498e-12	
Os01g0847600	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.4	7.76235066151612e-9	
Os02g0658800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-3.4	5.34259999743625e-8	
Os02g0622500	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-3.4	5.67644360201891e-8	
Os01g0719100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.4	2.98862088104238e-7	
Os02g0753800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.4	6.84711623402122e-7	
Os01g0810300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	3.4	0.00000135606437073815	
Os02g0758000	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	3.4	0.00000158449740061287	
Os10g0471000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	3.4	0.00000290724178019665	
Os03g0602600	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME1' vs 'Nipponbare; mock'	-3.4	0.00000299565021786982	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	3.4	0.0000178747193080554	
Os01g0606900	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	3.4	0.0000264466397264702	
Os01g0606900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	3.4	0.0000310430382851597	
Os01g0606900	oryza sativa	E-MTAB-1624	'normal watering' at '24 hours' vs. '5 hours'	-3.4	0.0000732983463271985	
Os02g0782500	oryza sativa	E-MTAB-1624	'normal watering' at '24 hours' vs. '5 hours'	3.4	0.000188665747217744	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae BLS303' vs 'IR24; none'	3.4	0.000347033981177536	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	3.4	0.000492993688672499	
Os01g0606900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	3.4	0.000613203738643934	
Os04g0445100	oryza sativa	E-MTAB-1624	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	3.4	0.000615176824211031	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; mock'	3.4	0.00166362043481108	
Os11g0702100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.4	0.00218800564176966	
Os03g0276500	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	3.4	0.00326177524852018	
Os01g0136200	oryza sativa	E-GEOD-22538	'gall midge biotype 4M (GMB4M)' vs 'control'	3.4	0.0122647458899461	
Os11g0702100	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-3.3	5.09891850639759e-36	
Os05g0519700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '510 hour'	-3.3	1.85375884413892e-22	
Os06g0195800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	3.3	3.18085854608698e-20	
Os03g0576700	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.3	4.93766469471488e-16	
Os03g0267200	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	3.3	1.69925951160312e-12	
Os02g0658800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP2286' vs 'mock'	3.3	1.95410971757451e-11	
Os11g0244200	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3.3	2.29375561116209e-11	
Os06g0195800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	3.3	2.55802620237322e-11	
Os02g0122100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-3.3	4.59650931881648e-8	
Os01g0719100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	3.3	1.95005016218061e-7	
Os01g0292700	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-3.3	2.29735524016819e-7	
Os01g0757500	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	-3.3	3.5088254375665e-7	
Os03g0602600	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	-3.3	0.0000040623083309905	
Os01g0136200	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	3.3	0.00000471623191424241	
Os07g0684800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	3.3	0.00000625322951622046	
Os06g0206900	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	-3.3	0.00000698215252816947	
Os02g0658800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-3.3	0.0000173228671456025	
Os01g0884300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	3.3	0.0000174972810078777	
Os03g0286900	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	3.3	0.000019508593991971	
Os04g0445100	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	3.3	0.00004221094920601	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	3.3	0.0000561758569712182	
Os01g0626400	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	3.3	0.0000696285058521054	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	3.3	0.00016472578251207	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	3.3	0.000229639942568777	
Os01g0191300	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	3.3	0.000433417015396446	
Os02g0782500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.3	0.000585168125376372	
Os01g0606900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	3.3	0.00116620808083357	
Os09g0456800	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	3.3	0.00120317932803328	
Os02g0658800	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-3.3	0.00141938736305491	
Os01g0810300	oryza sativa	E-GEOD-54243	'3 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-3.3	0.00144256156533396	
Os01g0371200	oryza sativa	E-GEOD-21396	'7.0 mm floret' vs '1.5-2.0 mm floret' in 'lemma'	3.3	0.00249530199890185	
Os02g0782500	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	3.3	0.00780646771744498	
Os11g0244200	oryza sativa	E-GEOD-33441	'5 days after pollination stage; cyn mutant' vs '5 days after pollination stage; wild type'	-3.3	0.00829984923905283	
Os07g0684800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	3.2	1.03864215836056e-34	
Os04g0107900	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '505 hour'	-3.2	2.18585752428112e-24	
Os02g0758000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	3.2	6.22443917360964e-23	
Os06g0195800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	3.2	1.98075508724901e-17	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain RS105' vs 'mock'	3.2	1.96775424997984e-16	
Os01g0136200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	3.2	2.06745766501252e-16	
Os06g0195800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-3.2	4.14923353598074e-15	
Os08g0525600	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	3.2	5.12100645306797e-8	
Os03g0363600	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3.2	5.49371239975051e-8	
Os01g0184100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-3.2	7.06550494056613e-8	
Os02g0759000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	3.2	1.16476460038409e-7	
Os02g0122100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-3.2	1.1701309016506e-7	
Os03g0245800	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-3.2	2.76906358784288e-7	
Os07g0684800	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	3.2	6.53606459462923e-7	
Os04g0538000	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	3.2	6.76338644942141e-7	
Os02g0622500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-3.2	8.14806494692972e-7	
Os11g0518600	oryza sativa	E-GEOD-33204	'30 day; Huahui 1; 45degC for 6 hours' vs '30 day; wild type; 45degC for 6 hours'	3.2	0.00000166488755590235	
Os02g0753800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	3.2	0.00000182860999669798	
Os09g0456800	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	3.2	0.00000287169227736684	
Os01g0757500	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	-3.2	0.00000304998654353164	
Os06g0206900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	3.2	0.00000410718240165644	
Os01g0184100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-3.2	0.00000492425930309665	
Os06g0195800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	3.2	0.00000810343775905124	
Os03g0363600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	3.2	0.00000962671793997344	
Os05g0530400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	3.2	0.000017184967544309	
Os02g0758000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	3.2	0.0000256615957108833	
Os04g0538000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; none'	3.2	0.0000269989151941794	
Os02g0658800	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3.2	0.0000282365468098446	
Os05g0530400	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	3.2	0.0000573638318032183	
Os02g0782500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	3.2	0.0000578975796842023	
Os02g0491400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	-3.2	0.0000799379767984857	
Os02g0782500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	-3.2	0.0000870429821580148	
Os01g0757500	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	-3.2	0.0000877883676675099	
Os01g0810300	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	3.2	0.000113155971720725	
Os03g0302200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	3.2	0.000149081084014068	
Os01g0606900	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	3.2	0.000176058954002076	
Os03g0161900	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-3.2	0.000189128505655611	
Os02g0782500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	3.2	0.000234636786262989	
Os02g0758000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.2	0.000761687775828312	
Os01g0371200	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	3.2	0.00100031982150703	
Os02g0259900	oryza sativa	E-MTAB-1624	'300 millimolar sodium chloride' at '24 hours' vs. '5 hours'	3.2	0.00124879975576525	
Os04g0538000	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	3.2	0.00157922096164707	
Os02g0782500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.2	0.00198203600211519	
Os01g0191300	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	3.2	0.00300298657111015	
Os01g0606900	oryza sativa	E-MTAB-1624	'normal watering' at '5 hours' vs. '1 hour'	3.2	0.00401249063341968	
Os11g0702100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; mock'	3.2	0.00468035721227482	
Os04g0445100	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	3.2	0.0125258792436539	
Os06g0682900	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	-3.1	9.0167529493262e-70	
Os02g0259900	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '505 hour'	-3.1	1.04816787041987e-61	
Os02g0259900	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; shoot' at '528 hour'	-3.1	1.29364577253635e-61	
Os03g0161900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-3.1	1.80715020052926e-39	
Os01g0810300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	3.1	1.99985159158495e-32	
Os02g0658800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-3.1	2.63935055273741e-28	
Os02g0758000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	3.1	7.543022618182e-26	
Os02g0491400	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	3.1	1.42775856525739e-22	
Os06g0195800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	3.1	1.78597865417532e-18	
Os11g0703900	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	3.1	8.75277822975934e-18	
Os06g0195800	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	-3.1	1.83606814722774e-17	
Os05g0530400	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	3.1	8.95572648401089e-13	
Os05g0519700	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	3.1	1.0693023617304e-11	
Os01g0371200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-3.1	1.66872929819856e-10	
Os02g0658800	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	3.1	2.14850553546254e-10	
Os04g0107900	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	3.1	4.84373025522779e-7	
Os06g0195800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	3.1	7.58433840807336e-7	
Os09g0526600	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	-3.1	7.87567934809125e-7	
Os07g0684800	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	3.1	8.37103088471284e-7	
Os03g0329200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	-3.1	8.61641000320109e-7	
Os07g0684800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	3.1	0.00000309796567669675	
Os01g0719100	oryza sativa	E-GEOD-39432	'21 days after flowering' vs '7 days after flowering' in 'embryo'	3.1	0.0000108086224837016	
Os01g0606900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	3.1	0.0000173206085452501	
Os08g0525600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-3.1	0.0000311379254436135	
Os03g0245800	oryza sativa	E-GEOD-33441	'5 days after pollination stage; cyn mutant' vs '5 days after pollination stage; wild type'	-3.1	0.0000656466610359133	
Os02g0759000	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-3.1	0.0000665416649971768	
Os03g0302200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	3.1	0.0000685917882136137	
Os01g0136200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae BLS303' vs 'IR24; mock'	3.1	0.0000805868403519694	
Os01g0136200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae BLS303' vs 'IR24; none'	3.1	0.000151315638615562	
Os04g0538000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	3.1	0.00051094916679856	
Os03g0170900	oryza sativa	E-GEOD-21396	'7.0 mm floret' vs '1.5-2.0 mm floret' in 'lemma'	3.1	0.000767355469255054	
Os03g0363600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	3.1	0.000933405222986006	
Os03g0245800	oryza sativa	E-MTAB-3834	'submergence low oxygen' vs 'normal air'	3.1	0.00115434253362034	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	3.1	0.00192404924471956	
Os01g0184100	oryza sativa	E-GEOD-54243	'15 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-3.1	0.00273942885830727	
Os02g0658800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	-3.1	0.00967683754474656	
Os03g0286900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	3.1	0.0179009582516726	
Os01g0136200	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-3	5.41120514646235e-166	
Os01g0136200	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-3	1.51955333560914e-81	
